sku,description,principal,product_group,storage_condition,lines,units,sales_value_nzd,abc_velocity,abc_value,lines_per_day,pallets_per_week,pick_location,ground_faces,pick_bins,months_cover,counts_per_year
SG20014,IV Cannula 22G x100,Aldermoor Medical,Surgical,Ambient,95.0,3933.0,6804.09,A,C,1.1176470588235294,0.5141176470588236,Ground pick face,1,0,4.449529621154335,2
SG20015,Gauze Swab 10x10cm x100,Aldermoor Medical,Surgical,Ambient,72.0,2605.0,5783.1,B,C,0.8470588235294118,0.9577205882352942,Shelving pick bin,0,1,4.469865642994242,2
SG20016,Urinary Catheter 16Fr x50,Aldermoor Medical,Surgical,Ambient,1179.0,54400.0,36992.0,A,B,13.870588235294118,8.0,Ground pick face,2,0,0.978014705882353,4
SG20017,Syringe Luer Lock 3ml x100,Aldermoor Medical,Surgical,Ambient,90.0,3115.0,10746.75,A,C,1.0588235294117647,1.5269607843137256,Ground pick face,1,0,9.462600321027287,2
SG20018,Latex Surgical Gloves Size 7.5 x50,Aldermoor Medical,Surgical,Ambient,31.0,1292.0,9690.0,B,C,0.36470588235294116,0.4749999999999999,Shelving pick bin,0,1,3.693498452012384,2
SG20019,Nitrile Examination Gloves Size L x50,Aldermoor Medical,Surgical,Ambient,8.0,361.0,660.63,C,C,0.09411764705882353,0.0353921568627451,Direct from reserve,0,0,13.728531855955678,2
SG20020,Adhesive Wound Dressing 9x10cm x50,Aldermoor Medical,Surgical,Ambient,58.0,3417.0,26960.129999999997,B,C,0.6823529411764706,0.1675,Shelving pick bin,0,1,12.431957857769973,2
SG20021,Crepe Bandage 10cm x100,Aldermoor Medical,Surgical,Ambient,792.0,26285.0,21553.699999999997,A,C,9.31764705882353,19.327205882352942,Ground pick face,2,0,7.82895187369222,2
SG20022,Crepe Bandage 7.5cm x100,Aldermoor Medical,Surgical,Ambient,57.0,2686.0,10421.68,B,C,0.6705882352941176,0.49375,Shelving pick bin,0,1,9.049888309754282,2
SG20023,Blood Administration Set 20 drops/ml x100,Aldermoor Medical,Surgical,Ambient,5.0,227.0,156.63,C,C,0.058823529411764705,0.08901960784313726,Direct from reserve,0,0,16.792951541850222,2
SG20024,Crepe Bandage 7.5cm x50,Aldermoor Medical,Surgical,Ambient,19.0,640.0,4140.8,C,C,0.2235294117647059,0.020915032679738564,Direct from reserve,0,0,7.525,2
SG20025,Syringe Luer Lock 5ml x50,Aldermoor Medical,Surgical,Ambient,15.0,548.0,1276.8400000000001,C,C,0.17647058823529413,0.13431372549019607,Direct from reserve,0,0,6.182481751824818,2
SG20026,Latex Surgical Gloves Size 7.5 x100,Aldermoor Medical,Surgical,Ambient,42.0,2274.0,8027.219999999999,B,C,0.49411764705882355,0.16720588235294115,Shelving pick bin,0,1,5.642919964819701,2
SG20027,Gauze Swab 10x10cm x50,Aldermoor Medical,Surgical,Ambient,33.0,1900.0,4104.0,B,C,0.38823529411764707,0.12418300653594772,Shelving pick bin,0,1,2.166315789473684,2
SG20028,IV Cannula 20G x100,Aldermoor Medical,Surgical,Ambient,9.0,261.0,1735.65,C,C,0.10588235294117647,0.07676470588235294,Direct from reserve,0,0,15.187739463601533,2
SG20029,Infusion Set Standard x100,Aldermoor Medical,Surgical,Ambient,4.0,18.0,74.16,C,C,0.047058823529411764,0.0013235294117647058,Direct from reserve,0,0,9.555555555555555,2
SG20030,IV Cannula 18G x100,Aldermoor Medical,Surgical,Ambient,22.0,871.0,5905.38,C,C,0.25882352941176473,0.21348039215686274,Direct from reserve,0,0,3.793340987370838,2
SG20031,Urinary Catheter 14Fr x50,Aldermoor Medical,Surgical,Ambient,53.0,4581.0,16858.08,B,C,0.6235294117647059,0.22455882352941178,Shelving pick bin,0,1,2.078148875791312,2
SG20032,Hypodermic Needle 23G x100,Aldermoor Medical,Surgical,Ambient,149.0,8032.0,49316.479999999996,A,B,1.7529411764705882,2.3623529411764705,Ground pick face,1,0,3.856075697211155,4
SG20033,Crepe Bandage 10cm x50,Aldermoor Medical,Surgical,Ambient,8.0,352.0,1981.76,C,C,0.09411764705882353,0.12941176470588237,Direct from reserve,0,0,11.545454545454545,2
SG20034,IV Cannula 20G x50,Aldermoor Medical,Surgical,Ambient,152.0,8582.0,24716.16,A,C,1.7882352941176471,0.4206862745098039,Ground pick face,1,0,12.700536005593102,2
SG20035,Gauze Swab 7.5x7.5cm x50,Aldermoor Medical,Surgical,Ambient,1.0,8.0,60.96,C,C,0.011764705882352941,0.0023529411764705885,Direct from reserve,0,0,13.5,2
SG20036,Gauze Swab 7.5x7.5cm x100,Aldermoor Medical,Surgical,Ambient,362.0,20487.0,126199.92,A,A,4.258823529411765,0.7531985294117648,Ground pick face,1,0,2.869917508664031,12
SG20037,Surgical Mask 3-Ply Standard x50,Aldermoor Medical,Surgical,Ambient,2.0,11.0,78.65,C,C,0.023529411764705882,0.005392156862745099,Direct from reserve,0,0,12.0,2
SG20038,Nitrile Examination Gloves Size L x100,Aldermoor Medical,Surgical,Ambient,17.0,659.0,2207.65,C,C,0.2,0.4845588235294118,Direct from reserve,0,0,24.127465857359635,2
SG20039,Latex Surgical Gloves Size 8 x50,Aldermoor Medical,Surgical,Ambient,30.0,3826.0,17217.0,B,C,0.35294117647058826,0.25006535947712416,Shelving pick bin,0,1,4.355462624150549,2
SG20040,Latex Surgical Gloves Size 8 x100,Aldermoor Medical,Surgical,Ambient,19.0,995.0,3840.7,C,C,0.2235294117647059,0.3658088235294118,Direct from reserve,0,0,3.429145728643216,2
SG20041,Nitrile Examination Gloves Size M x100,Aldermoor Medical,Surgical,Ambient,627.0,29528.0,21260.16,A,C,7.376470588235295,2.171176470588235,Ground pick face,1,0,9.730967217556218,2
SG20042,Urinary Catheter 14Fr x100,Aldermoor Medical,Surgical,Ambient,7.0,192.0,416.64,C,C,0.08235294117647059,0.12549019607843137,Direct from reserve,0,0,10.604166666666666,2
SG20043,Latex Surgical Gloves Size 7 x50,Aldermoor Medical,Surgical,Ambient,500.0,25479.0,71850.78,A,B,5.882352941176471,4.995882352941177,Ground pick face,1,0,4.089956434710938,4
SG20044,Nitrile Examination Gloves Size S x100,Aldermoor Medical,Surgical,Ambient,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
SG20045,Hypodermic Needle 23G x50,Aldermoor Medical,Surgical,Ambient,1.0,6.0,7.26,C,C,0.011764705882352941,0.0008823529411764705,Direct from reserve,0,0,16.0,2
SG20046,Adhesive Wound Dressing 6x7cm x100,Aldermoor Medical,Surgical,Ambient,34.0,1177.0,6697.13,B,C,0.4,0.08654411764705883,Shelving pick bin,0,1,5.355989804587935,2
SG20047,Syringe Luer Lock 10ml x50,Aldermoor Medical,Surgical,Ambient,3.0,14.0,26.88,C,C,0.03529411764705882,0.005147058823529411,Direct from reserve,0,0,5.142857142857143,2
SG20048,Blood Administration Set 20 drops/ml x50,Aldermoor Medical,Surgical,Ambient,2.0,40.0,134.0,C,C,0.023529411764705882,0.0029411764705882357,Direct from reserve,0,0,14.3,2
SG20049,Hepatitis B Surface Antigen Test 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,4.0,31.0,8510.74,C,C,0.047058823529411764,0.0033769063180827887,Direct from reserve,0,0,5.806451612903226,2
SG20051,Dengue NS1 Rapid Test 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,4.0,105.0,22626.45,C,C,0.047058823529411764,0.03676470588235294,Direct from reserve,0,0,35.96190476190476,2
SG20052,Blood Glucose Test Strips 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,4.0,182.0,14683.760000000002,C,C,0.047058823529411764,0.006691176470588235,Direct from reserve,0,0,22.395604395604394,2
SG20053,TSH Reagent Kit 25 Tests,Quintessa Diagnostics,Diagnostics,Ambient,14.0,524.0,141731.52000000002,C,A,0.16470588235294117,0.03424836601307189,Direct from reserve,0,0,11.083969465648854,12
SG20054,Pregnancy Test Strips 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,21.0,704.0,100714.24,C,A,0.24705882352941178,0.08282352941176471,Direct from reserve,0,0,14.039772727272727,12
SG20055,Urine Test Strips 10-Parameter 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,37.0,1293.0,196406.7,B,A,0.43529411764705883,0.03457219251336899,Shelving pick bin,0,1,8.860015467904098,12
SG20056,Urine Test Strips 10-Parameter 25 Tests,Quintessa Diagnostics,Diagnostics,Ambient,22.0,560.0,130429.59999999999,C,A,0.25882352941176473,0.1830065359477124,Direct from reserve,0,0,12.985714285714286,12
SG20057,HIV 1/2 Rapid Test 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
SG20058,Troponin Rapid Test 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,4.0,495.0,23626.35,C,C,0.047058823529411764,0.2310924369747899,Direct from reserve,0,0,8.145454545454545,2
SG20059,Malaria Antigen Test 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,6.0,118.0,13128.68,C,C,0.07058823529411765,0.008676470588235294,Direct from reserve,0,0,22.915254237288135,2
SG20060,Blood Glucose Test Strips 100 Tests,Quintessa Diagnostics,Diagnostics,Ambient,53.0,1375.0,179932.50000000003,B,A,0.6235294117647059,0.5616830065359477,Shelving pick bin,0,1,3.624727272727273,12
SG20061,Dengue NS1 Rapid Test 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
SG20062,CRP Reagent Kit 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,77.0,2833.0,708646.62,B,A,0.9058823529411765,0.1983893557422969,Shelving pick bin,0,1,2.9001058948111544,12
SG20063,Hepatitis B Surface Antigen Test 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,3.0,78.0,10122.060000000001,C,C,0.03529411764705882,0.004411764705882353,Direct from reserve,0,0,8.820512820512821,2
SG20064,HbA1c Reagent Kit 25 Tests,Quintessa Diagnostics,Diagnostics,2-8C,16.0,329.0,18453.61,C,C,0.18823529411764706,0.25803921568627447,Direct from reserve,0,0,25.617021276595743,2
SG20065,Cholesterol Reagent Kit 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,13.0,159.0,31836.57,C,B,0.15294117647058825,0.007794117647058824,Direct from reserve,0,0,10.062893081761006,4
SG20066,HIV 1/2 Rapid Test 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,29.0,636.0,39756.36,B,B,0.3411764705882353,0.013361344537815126,Shelving pick bin,0,1,6.427672955974843,4
SG20067,TSH Reagent Kit 100 Tests,Quintessa Diagnostics,Diagnostics,2-8C,80.0,2153.0,92191.46,A,B,0.9411764705882353,0.12061624649859945,Ground pick face,1,0,4.27124941941477,4
SG20068,HbA1c Reagent Kit 100 Tests,Quintessa Diagnostics,Diagnostics,Ambient,14.0,420.0,94857.0,C,B,0.16470588235294117,0.15441176470588236,Direct from reserve,0,0,12.876190476190477,4
