sku,description,principal,category,product_group,storage_condition,units_per_case,case_length_cm,case_width_cm,case_height_cm,case_cbm,case_weight_kg,unit_cost_nzd,ti,hi,cases_per_pallet,pallet_height_cm,pallet_weight_kg,pallet_cbm
SG20034,IV Cannula 20G x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,56.0,31.6,40.7,0.07202,6.84,2.88,6,2,12,96.4,107.08,0.86424
SG20035,Gauze Swab 7.5x7.5cm x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,54.3,34.3,41.6,0.07748,6.31,7.62,4,1,4,56.6,50.239999999999995,0.30992
SG20036,Gauze Swab 7.5x7.5cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,100,41.0,42.3,36.9,0.064,7.5,6.16,4,4,16,162.6,145.0,1.024
SG20037,Surgical Mask 3-Ply Standard x50,Aldermoor Medical,Surgical,Surgical,Ambient,10,44.1,34.5,31.0,0.04716,2.97,7.15,6,2,12,77.0,60.64,0.56592
SG20038,Nitrile Examination Gloves Size L x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,64.3,41.0,27.5,0.0725,11.88,3.35,2,2,4,70.0,72.52000000000001,0.29
SG20039,Latex Surgical Gloves Size 8 x50,Aldermoor Medical,Surgical,Surgical,Ambient,100,64.8,31.7,35.2,0.07231,8.68,4.5,3,3,9,120.60000000000001,103.12,0.65079
SG20040,Latex Surgical Gloves Size 8 x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,54.1,39.0,26.5,0.05591,4.7,3.86,4,2,8,68.0,62.6,0.44728
SG20041,Nitrile Examination Gloves Size M x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,52.3,40.6,32.0,0.06795,8.41,0.72,4,4,16,143.0,159.56,1.0872
SG20042,Urinary Catheter 14Fr x100,Aldermoor Medical,Surgical,Surgical,Ambient,10,60.5,36.4,28.1,0.06188,10.62,2.17,3,3,9,99.30000000000001,120.58,0.55692
SG20043,Latex Surgical Gloves Size 7 x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,62.3,34.5,41.0,0.08812,10.99,2.82,3,2,6,97.0,90.94,0.5287200000000001
SG20044,Nitrile Examination Gloves Size S x100,Aldermoor Medical,Surgical,Surgical,Ambient,20,62.2,36.6,44.1,0.10039,9.83,4.38,3,1,3,59.1,54.49,0.30117
SG20045,Hypodermic Needle 23G x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,44.7,41.8,34.2,0.0639,11.29,1.21,2,4,8,151.8,115.32,0.5112
SG20046,Adhesive Wound Dressing 6x7cm x100,Aldermoor Medical,Surgical,Surgical,Ambient,50,45.8,43.1,36.8,0.07264,10.7,5.69,4,4,16,162.2,196.2,1.16224
SG20047,Syringe Luer Lock 10ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,20,56.7,36.6,31.2,0.06475,10.88,1.92,4,2,8,77.4,112.04,0.518
SG20048,Blood Administration Set 20 drops/ml x50,Aldermoor Medical,Surgical,Surgical,Ambient,50,58.2,34.1,34.0,0.06748,6.25,3.35,4,4,16,151.0,125.0,1.07968
SG20049,Hepatitis B Surface Antigen Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,5,34.2,23.1,15.7,0.0124,2.83,274.54,12,9,108,156.29999999999998,330.64,1.3392
SG20051,Dengue NS1 Rapid Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,1,24.2,20.0,19.5,0.00944,1.61,215.49,24,7,168,151.5,295.48,1.58592
SG20052,Blood Glucose Test Strips 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,28.3,20.5,12.6,0.00731,1.19,80.68,16,10,160,141.0,215.39999999999998,1.1696
SG20053,TSH Reagent Kit 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,10,31.8,24.0,14.1,0.01076,2.57,270.48,15,6,90,99.6,256.29999999999995,0.9684
SG20054,Pregnancy Test Strips 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,5,21.4,20.7,19.3,0.00855,1.67,143.06,20,5,100,111.5,192.0,0.855
SG20055,Urine Test Strips 10-Parameter 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,24.0,22.5,11.7,0.00632,0.85,151.9,20,11,220,143.7,212.0,1.3904
SG20056,Urine Test Strips 10-Parameter 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,5,34.9,21.5,18.8,0.01411,1.66,232.91,12,3,36,71.4,84.75999999999999,0.50796
SG20057,HIV 1/2 Rapid Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,26.8,23.0,15.4,0.00949,2.06,160.1,14,5,70,92.0,169.20000000000002,0.6643
SG20058,Troponin Rapid Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,1,33.7,16.5,13.9,0.00773,1.01,47.73,18,7,126,112.3,152.26,0.97398
SG20059,Malaria Antigen Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,23.2,20.7,14.4,0.00692,1.42,111.26,20,4,80,72.6,138.6,0.5536
SG20060,Blood Glucose Test Strips 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,1,32.5,18.9,16.7,0.01026,1.9,130.86,18,8,144,148.6,298.59999999999997,1.47744
SG20061,Dengue NS1 Rapid Test 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,21.1,15.5,15.1,0.00494,0.75,292.54,30,5,150,90.5,137.5,0.741
SG20062,CRP Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,32.7,15.9,16.6,0.00863,1.53,250.14,21,4,84,81.4,153.52,0.72492
SG20063,Hepatitis B Surface Antigen Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,5,28.4,22.8,11.4,0.00738,1.5,129.77,16,13,208,163.20000000000002,337.0,1.53504
SG20064,HbA1c Reagent Kit 25 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,1,33.9,18.2,12.7,0.00784,1.12,56.09,15,5,75,78.5,109.00000000000001,0.588
SG20065,Cholesterol Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,26.2,18.5,18.8,0.00911,1.36,200.23,20,6,120,127.80000000000001,188.20000000000002,1.0932
SG20066,HIV 1/2 Rapid Test 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,24.4,15.5,11.0,0.00416,1.04,62.51,28,10,280,125.0,316.2,1.1647999999999998
SG20067,TSH Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,2-8C,10,33.1,24.0,15.3,0.01215,1.74,42.82,15,7,105,122.10000000000001,207.7,1.27575
SG20068,HbA1c Reagent Kit 100 Tests,Quintessa Diagnostics,Surgical,Diagnostics,Ambient,1,22.6,20.5,13.1,0.00607,0.97,225.85,20,8,160,119.8,180.2,0.9712
